Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Inferencing,1556.49,3.01,1583.76,75.0,100.0,85,2,0,32.9087016582489,1
2,Inferencing,2178.22,4.25,2224.35,50.0,100.0,8,0,0,2.7390148639678955,1
3,Inferencing,3798.33,7.64,3934.41,0.0,50.0,8,0,0,2.7984373569488525,1
4,Inferencing,8054.92,17.57,8069.54,0.0,0.0,8,0,0,2.7899179458618164,1
5,Inferencing,4176.02,8.65,4259.71,0.0,25.0,4,4,0,19.972580194473267,1
6,Inferencing,2010.35,4.02,2023.89,25.0,100.0,8,0,0,2.873939037322998,1
7,Inferencing,2951.04,5.97,3065.39,25.0,50.0,8,0,0,2.9490439891815186,1
8,Inferencing,610.06,1.20,786.5,100.0,100.0,8,0,0,3.0326998233795166,1
9,Inferencing,619.27,1.23,667.81,100.0,100.0,8,0,0,2.669827938079834,1
10,Inferencing,477.07,0.95,550.11,100.0,100.0,8,0,0,2.952962875366211,1
11,Inferencing,348.77,0.72,401.21,100.0,100.0,8,0,0,3.007518768310547,1
12,Inferencing,181.77,0.38,210.07,100.0,100.0,8,0,0,3.200932025909424,1
13,Inferencing,354.42,0.76,491.09,100.0,100.0,8,0,0,2.9213247299194336,1
14,Inferencing,1030.06,2.24,1318.66,75.0,100.0,8,0,0,3.0318455696105957,1
15,Inferencing,6480.1,15.66,6527.17,0.0,0.0,7,1,0,3.09989333152771,1
16,Inferencing,3091.95,7.37,3095.67,0.0,25.0,6,2,0,6.188782691955566,1
17,Inferencing,836.34,1.97,1126.71,100.0,100.0,8,0,0,2.873241662979126,1
18,Inferencing,1096.02,2.49,1176.95,100.0,100.0,7,1,0,2.992682456970215,1
19,Inferencing,2370.15,5.18,2518.06,25.0,50.0,7,1,0,2.899627923965454,1
20,Inferencing,283.49,0.65,388.6,100.0,100.0,7,1,0,3.1152985095977783,1
21,Inferencing,1204.21,2.94,1308.42,75.0,100.0,8,0,0,3.0513715744018555,1
