Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Inferencing,171.09,0.33,216.38,100.0,100.0,83,0,0,29.916125774383545,1
2,Inferencing,1085.35,2.13,1140.83,100.0,100.0,4,0,0,1.6501071453094482,1
3,Inferencing,3342.55,7.08,3923.93,25.0,75.0,4,0,0,1.591313123703003,1
4,Inferencing,5156.59,11.13,5229.63,0.0,0.0,4,0,0,1.6407287120819092,1
5,Inferencing,2279.88,4.69,2421.76,50.0,75.0,4,0,0,1.5741608142852783,1
6,Inferencing,973.34,1.94,999.26,100.0,100.0,4,0,0,1.685866355895996,1
7,Inferencing,1314.7,2.66,1571.87,75.0,100.0,4,0,0,1.651379108428955,1
8,Inferencing,377.28,0.75,440.31,100.0,100.0,4,0,0,1.8525769710540771,1
9,Inferencing,808.89,1.61,861.7,100.0,100.0,4,0,0,1.6324493885040283,1
10,Inferencing,1269.37,2.57,1384.52,75.0,100.0,4,0,0,1.791576623916626,1
11,Inferencing,2357.18,4.87,2381.15,0.0,100.0,4,0,0,1.7497227191925049,1
12,Inferencing,2520.95,5.24,2522.07,0.0,100.0,4,0,0,1.7044379711151123,1
13,Inferencing,3635.69,7.76,3673.89,0.0,25.0,4,0,0,1.8279247283935547,1
14,Inferencing,4950.77,11.05,5171.78,0.0,0.0,4,0,0,1.9600367546081543,1
15,Inferencing,8987.59,21.88,9004.34,0.0,0.0,4,0,0,1.9242634773254395,1
16,Inferencing,7702.55,18.25,7706.91,0.0,0.0,3,0,1,17.017966747283936,4
17,Inferencing,3158.32,7.33,3316.06,0.0,75.0,3,0,1,69.0013325214386,6
18,Inferencing,1728.23,3.91,2325.71,50.0,50.0,4,0,0,61.99693417549133,6
19,Inferencing,3971.83,8.76,4365.39,25.0,25.0,4,0,0,5.589419841766357,4
20,Inferencing,2315.73,5.42,2348.25,50.0,100.0,4,0,0,2.0138461589813232,4
21,Inferencing,2890.96,7.21,3142.45,25.0,50.0,4,0,0,2.0906872749328613,4
22,Inferencing,8790.59,22.54,8793.99,0.0,0.0,4,0,0,2.0000667572021484,4
23,Inferencing,7654.36,19.15,7682.87,0.0,0.0,4,0,0,2.039858818054199,4
24,Inferencing,7010.13,17.87,7030.26,0.0,0.0,2,2,0,5.483505010604858,4
25,Inferencing,8275.49,22.22,8404.75,0.0,0.0,4,0,0,2.0450587272644043,4
26,Inferencing,10108.12,28.77,10120.37,0.0,0.0,4,0,0,1.8871362209320068,4
27,Inferencing,6632.14,18.48,6652.88,0.0,0.0,2,2,0,6.535176038742065,4
28,Inferencing,6518.48,18.44,6524.98,0.0,0.0,4,0,0,1.8685901165008545,4
29,Inferencing,4901.8,13.59,4943.46,0.0,0.0,4,0,0,1.8550386428833008,4
30,Inferencing,2943.08,7.91,2976.29,0.0,75.0,4,0,0,1.8931236267089844,4
31,Inferencing,2451.76,6.62,2477.49,0.0,100.0,4,0,0,1.8955752849578857,4
32,Inferencing,3261.39,9.15,3262.94,0.0,0.0,4,0,0,1.871096134185791,4
33,Inferencing,2081.42,5.78,2159.98,25.0,100.0,4,0,0,1.8505151271820068,4
34,Inferencing,353.93,0.93,419.81,100.0,100.0,4,0,0,1.8354780673980713,4
35,Inferencing,410.51,1.10,471.71,100.0,100.0,4,0,0,1.899693250656128,4
36,Inferencing,386.99,1.05,404.85,100.0,100.0,4,0,0,1.8005774021148682,4
37,Inferencing,715.98,1.89,740.7,100.0,100.0,4,0,0,1.8821742534637451,4
38,Inferencing,3965.86,9.27,4805.72,50.0,50.0,4,0,0,1.9047541618347168,4
39,Inferencing,6968.15,14.89,7423.65,0.0,0.0,4,0,0,1.8750529289245605,4
40,Inferencing,701.67,1.54,876.34,100.0,100.0,4,0,0,1.870450735092163,4
41,Inferencing,1351.41,2.88,1437.99,100.0,100.0,4,0,0,1.8188536167144775,4
42,Inferencing,1697.66,3.58,2251.61,75.0,75.0,4,0,0,1.8381917476654053,4
43,Inferencing,2269.57,4.82,2354.32,50.0,100.0,4,0,0,1.821666955947876,4
44,Inferencing,1510.73,3.27,1522.44,100.0,100.0,4,0,0,1.8067288398742676,4
45,Inferencing,2696.29,5.95,2710.81,0.0,75.0,4,0,0,1.7978541851043701,4
46,Inferencing,740.39,1.61,890.31,100.0,100.0,4,0,0,1.8307626247406006,4
47,Inferencing,3653.63,7.63,3859.1,0.0,50.0,4,0,0,1.8158340454101562,4
48,Inferencing,6658.08,13.15,6712.62,0.0,0.0,4,0,0,1.7754380702972412,4
49,Inferencing,5845.54,11.24,6008.6,0.0,0.0,4,0,0,1.7268240451812744,4
50,Inferencing,1816.01,3.40,2271.14,75.0,75.0,4,0,0,1.7270832061767578,4
51,Inferencing,1685.18,3.09,1928.67,75.0,75.0,4,0,0,1.6859493255615234,4
52,Inferencing,1782.8,3.38,1822.03,50.0,100.0,4,0,0,1.6296348571777344,4
53,Inferencing,1754.37,3.22,1797.54,50.0,100.0,4,0,0,1.6303575038909912,4
54,Inferencing,1136.14,2.15,1354.05,75.0,100.0,4,0,0,1.6375527381896973,4
55,Inferencing,2149.23,4.13,2194.48,50.0,100.0,4,0,0,1.6435003280639648,4
56,Inferencing,5223.79,10.38,5350.0,0.0,0.0,4,0,0,1.65179443359375,4
57,Inferencing,1043.97,2.05,1217.51,75.0,100.0,4,0,0,1.535271167755127,4
58,Inferencing,1598.41,3.12,1827.0,75.0,100.0,4,0,0,1.5541481971740723,4
59,Inferencing,3945.1,7.53,4019.56,0.0,25.0,4,0,0,1.576456069946289,4
60,Inferencing,641.25,1.29,680.0,100.0,100.0,4,0,0,1.6028003692626953,4
61,Inferencing,884.13,1.80,948.01,100.0,100.0,4,0,0,1.6243536472320557,4
62,Inferencing,1473.9,3.05,1640.85,50.0,100.0,4,0,0,1.5722272396087646,4
63,Inferencing,1031.3,2.05,1144.05,100.0,100.0,4,0,0,1.5467369556427002,4
64,Inferencing,1450.53,2.93,1600.32,50.0,100.0,4,0,0,1.5761308670043945,4
65,Inferencing,342.62,0.69,373.98,100.0,100.0,4,0,0,1.4607348442077637,4
66,Inferencing,1776.91,3.71,1846.22,50.0,100.0,4,0,0,1.4820446968078613,4
67,Inferencing,871.23,1.83,1046.94,100.0,100.0,4,0,0,1.4715547561645508,4
68,Inferencing,1273.76,2.57,1404.33,75.0,100.0,4,0,0,1.5188465118408203,4
69,Inferencing,615.68,1.23,803.67,100.0,100.0,4,0,0,1.468116044998169,4
70,Inferencing,329.68,0.67,398.46,100.0,100.0,4,0,0,1.4911890029907227,4
71,Inferencing,903.01,1.91,995.77,100.0,100.0,4,0,0,1.501098394393921,4
72,Inferencing,913.8,1.96,992.86,100.0,100.0,4,0,0,1.4865224361419678,4
73,Inferencing,516.96,1.10,580.55,100.0,100.0,4,0,0,1.3901469707489014,4
74,Inferencing,338.03,0.72,431.79,100.0,100.0,4,0,0,1.3493916988372803,4
75,Inferencing,2277.19,4.82,2473.16,50.0,75.0,4,0,0,1.418128252029419,4
76,Inferencing,3062.42,6.50,3093.06,0.0,50.0,4,0,0,1.490929365158081,4
77,Inferencing,2127.49,4.50,2161.3,50.0,100.0,4,0,0,1.4375269412994385,4
78,Inferencing,2052.36,4.29,2219.8,75.0,75.0,4,0,0,1.5092370510101318,4
79,Inferencing,3870.78,7.89,3915.13,0.0,0.0,4,0,0,1.4000897407531738,4
80,Inferencing,1487.72,3.10,1791.9,75.0,100.0,4,0,0,1.3995606899261475,4
81,Inferencing,1417.5,3.12,1507.7,100.0,100.0,4,0,0,1.4239394664764404,4
82,Inferencing,3588.78,9.09,3984.07,25.0,25.0,4,0,0,1.3461394309997559,4
83,Inferencing,1096.43,2.60,1338.53,75.0,100.0,4,0,0,1.3759217262268066,4
84,Inferencing,505.76,1.15,636.22,100.0,100.0,4,0,0,1.3871829509735107,4
85,Inferencing,1759.04,3.71,2017.4,50.0,100.0,4,0,0,1.2898588180541992,4
86,Inferencing,2928.46,5.72,3028.48,0.0,50.0,4,0,0,1.463517189025879,4
87,Inferencing,1469.49,2.85,1695.58,50.0,100.0,4,0,0,1.3680963516235352,4
88,Inferencing,715.73,1.38,817.72,100.0,100.0,4,0,0,1.310147762298584,4
89,Inferencing,1792.87,3.48,1817.65,75.0,100.0,4,0,0,1.3138792514801025,4
90,Inferencing,204.95,0.39,218.18,100.0,100.0,4,0,0,1.2851593494415283,4
91,Inferencing,3219.36,5.68,3629.01,25.0,50.0,4,0,0,1.3122961521148682,4
92,Inferencing,3486.67,6.00,3486.67,0.0,0.0,4,0,0,1.1976139545440674,4
