Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Training,1053.99,2.14,1406.65,88.73,96.57,185,0,0,69.79319334030151,1
2,Training,1004.49,2.16,1311.58,87.25,95.59,12,0,0,4.538003921508789,1
3,Training,904.9,1.99,1119.85,93.14,100.0,12,0,0,4.297288179397583,1
4,Training,840.27,1.87,1036.94,95.1,100.0,12,0,0,4.007180452346802,1
5,Training,821.18,1.87,1015.41,96.08,100.0,12,0,0,4.459938287734985,1
6,Training,937.82,2.12,1288.07,89.22,96.08,12,0,0,4.585135459899902,1
7,Training,893.72,2.03,1217.59,88.24,97.06,12,0,0,4.024983882904053,1
8,Training,796.59,1.83,1059.73,90.2,100.0,12,0,0,4.149903297424316,1
9,Training,821.24,1.87,1101.97,91.18,98.04,12,0,0,4.479918718338013,1
10,Training,871.73,1.96,1104.59,90.69,100.0,12,0,0,4.478398084640503,1
11,Training,843.73,1.90,1059.61,93.14,100.0,12,0,0,3.4551217555999756,1
12,Training,823.3,1.85,1035.35,94.12,100.0,12,0,0,4.158385753631592,1
13,Training,842.56,1.89,1059.55,92.65,100.0,12,0,0,4.5579833984375,1
14,Training,846.37,1.90,1051.99,93.63,100.0,12,0,0,4.37552285194397,1
15,Training,865.97,1.92,1077.09,92.65,100.0,12,0,0,3.8828582763671875,1
16,Training,862.19,1.90,1068.04,92.65,100.0,12,0,0,4.348533630371094,1
17,Training,867.11,1.91,1071.95,93.14,100.0,12,0,0,4.480487585067749,1
18,Training,847.83,1.85,1047.63,94.12,100.0,12,0,0,4.235083103179932,1
19,Training,884.89,1.89,1094.37,92.16,100.0,12,0,0,4.057490825653076,1
20,Training,947.55,2.01,1236.81,88.73,96.57,12,0,0,4.598118782043457,1
21,Training,979.76,2.05,1266.13,88.73,96.57,12,0,0,4.538182020187378,1
22,Training,1027.57,2.13,1291.51,90.69,97.06,12,0,0,4.143407821655273,1
