Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Training,1229.32,2.37,1622.58,79.87,93.08,136,4,0,46.15878129005432,1
2,Training,1485.23,2.95,1956.11,72.96,86.16,11,1,0,4.1568825244903564,1
3,Training,1204.3,2.38,1549.63,79.87,96.86,12,0,0,3.149571418762207,1
4,Training,1114.39,2.26,1364.07,85.53,98.74,12,0,0,3.690044403076172,1
5,Training,960.73,2.01,1163.62,93.71,100.0,12,0,0,4.0666210651397705,1
6,Training,1133.22,2.48,1405.83,88.68,96.86,12,0,0,3.4597184658050537,1
7,Training,971.55,2.17,1169.43,93.08,100.0,12,0,0,3.8171184062957764,1
8,Training,843.63,1.92,1012.23,96.86,100.0,12,0,0,3.9813129901885986,1
9,Training,770.18,1.81,930.86,100.0,100.0,12,0,0,3.956150770187378,1
10,Training,879.88,2.06,1137.11,93.08,97.48,12,0,0,3.3620657920837402,1
11,Training,852.9,2.02,1080.64,93.08,98.11,12,0,0,3.2941644191741943,1
12,Training,835.4,1.98,1057.95,94.97,98.74,12,0,0,4.009083271026611,1
13,Training,954.28,2.22,1219.16,86.79,98.74,12,0,0,3.86590576171875,1
14,Training,1024.75,2.34,1322.44,86.16,96.86,12,0,0,3.590409755706787,1
15,Training,988.6,2.23,1285.12,88.68,96.86,12,0,0,3.646202325820923,1
16,Training,979.6,2.20,1246.81,85.53,98.74,12,0,0,4.046326398849487,1
17,Training,1072.96,2.36,1321.87,83.65,99.37,12,0,0,3.6546690464019775,1
18,Training,1047.92,2.27,1311.59,83.02,100.0,12,0,0,3.8887388706207275,1
19,Training,1065.78,2.29,1313.03,84.91,100.0,12,0,0,3.833592414855957,1
20,Training,1120.67,2.36,1411.25,81.13,99.37,12,0,0,4.041222333908081,1
21,Training,1099.57,2.29,1372.22,83.02,99.37,12,0,0,3.630067825317383,1
22,Training,1134.47,2.34,1391.67,81.13,99.37,12,0,0,3.637359380722046,1
23,Training,1080.3,2.21,1297.04,84.28,100.0,12,0,0,4.014745712280273,1
24,Training,1197.08,2.44,1487.59,80.5,96.86,12,0,0,3.851600408554077,1
25,Training,1116.03,2.29,1416.21,84.28,94.97,12,0,0,3.5435292720794678,1
26,Training,1249.8,2.55,1592.65,79.25,90.57,12,0,0,3.8811116218566895,1
