Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Inferencing,1849.17,5.26,1921.86,50.0,100.0,188,4,1,72.41889309883118,4
2,Inferencing,2892.67,8.07,2970.8,0.0,50.0,4,0,0,0.5658893585205078,4
3,Inferencing,4577.44,12.23,4881.06,0.0,25.0,4,0,0,0.4581167697906494,4
4,Inferencing,3909.6,10.58,3914.15,0.0,0.0,3,0,1,6.959409475326538,6
5,Inferencing,3419.78,9.53,3466.42,0.0,25.0,4,0,0,25.84933066368103,6
6,Inferencing,1763.96,4.93,1783.6,75.0,100.0,3,0,1,29.971272468566895,9
7,Inferencing,1231.9,3.25,1355.93,100.0,100.0,4,0,0,38.79235553741455,9
8,Inferencing,581.22,1.55,626.67,100.0,100.0,4,0,0,38.79948616027832,9
9,Inferencing,1682.63,4.59,1711.15,75.0,100.0,4,0,0,38.706353187561035,9
10,Inferencing,192.62,0.51,224.44,100.0,100.0,4,0,0,38.964226961135864,9
11,Inferencing,1191.08,2.89,1789.27,75.0,75.0,4,0,0,38.943304777145386,9
12,Inferencing,7404.22,15.93,7461.81,0.0,0.0,4,0,0,38.759026288986206,9
13,Inferencing,4539.89,9.95,4712.45,0.0,0.0,1,0,3,58.38695001602173,18
14,Inferencing,4802.03,10.25,4815.12,0.0,0.0,4,0,0,77.329922914505,18
15,Inferencing,3557.36,7.39,3640.26,0.0,50.0,4,0,0,77.25773358345032,18
16,Inferencing,767.54,1.63,776.83,100.0,100.0,4,0,0,77.37768507003784,18
17,Inferencing,285.78,0.61,465.02,100.0,100.0,4,0,0,77.30004477500916,18
18,Inferencing,1091.88,2.41,1205.26,100.0,100.0,4,0,0,77.5759105682373,18
19,Inferencing,468.85,1.03,551.9,100.0,100.0,4,0,0,77.67377924919128,18
20,Inferencing,970.6,2.06,1058.7,100.0,100.0,4,0,0,74.1064682006836,18
21,Inferencing,4410.66,8.81,4445.88,0.0,0.0,4,0,0,74.24440932273865,18
22,Inferencing,4921.25,9.44,5004.29,0.0,0.0,4,0,0,74.28172063827515,18
23,Inferencing,2732.86,5.27,2875.27,25.0,75.0,4,0,0,74.3575165271759,18
24,Inferencing,5438.3,9.94,5519.3,0.0,0.0,4,0,0,74.28595638275146,18
25,Inferencing,2082.46,3.92,2142.7,25.0,100.0,4,0,0,74.12187027931213,18
