Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Inferencing,4600.36,11.04,5053.99,25.0,25.0,139,1,0,42.681063175201416,1
2,Inferencing,2476.79,5.99,2908.2,50.0,50.0,3,1,0,2.876842737197876,1
3,Inferencing,565.71,1.33,625.28,100.0,100.0,3,1,0,1.8534483909606934,1
4,Inferencing,647.95,1.49,719.4,100.0,100.0,3,1,0,2.00999116897583,1
5,Inferencing,1299.04,2.84,1434.14,100.0,100.0,3,1,0,1.653223991394043,1
6,Inferencing,462.48,1.06,490.56,100.0,100.0,3,1,0,3.039490222930908,1
7,Inferencing,1399.21,3.33,1428.74,100.0,100.0,3,1,0,2.066122531890869,1
8,Inferencing,3739.78,9.54,3773.21,0.0,0.0,3,1,0,1.4154834747314453,1
9,Inferencing,2903.38,7.37,2952.7,0.0,50.0,3,1,0,1.133922815322876,1
10,Inferencing,3044.7,7.76,3237.07,25.0,25.0,3,1,0,1.0351698398590088,1
11,Inferencing,1222.66,3.13,1301.08,100.0,100.0,3,1,0,1.0520985126495361,1
12,Inferencing,4934.32,13.95,5008.57,0.0,0.0,3,1,0,1.0373461246490479,1
13,Inferencing,2431.68,6.79,2511.66,25.0,75.0,3,0,1,23.527223110198975,4
14,Inferencing,3249.1,9.21,3294.76,0.0,25.0,4,0,0,0.5972840785980225,4
15,Inferencing,1874.41,5.26,1946.65,50.0,100.0,4,0,0,0.44214296340942383,4
16,Inferencing,1001.15,2.70,1118.58,100.0,100.0,4,0,0,0.2998015880584717,4
17,Inferencing,635.57,1.72,697.98,100.0,100.0,4,0,0,0.6886329650878906,4
18,Inferencing,2115.94,5.86,2347.48,50.0,75.0,4,0,0,1.0008771419525146,4
19,Inferencing,3705.26,10.38,3725.07,0.0,0.0,4,0,0,0.5803868770599365,4
20,Inferencing,1027.5,2.80,1223.35,100.0,100.0,4,0,0,1.059194564819336,4
21,Inferencing,560.9,1.48,654.09,100.0,100.0,4,0,0,1.1204710006713867,4
22,Inferencing,602.7,1.63,640.63,100.0,100.0,4,0,0,1.0531425476074219,4
23,Inferencing,1381.71,3.67,1442.52,100.0,100.0,4,0,0,1.3205997943878174,4
24,Inferencing,2016.12,5.27,2083.48,50.0,100.0,4,0,0,1.0385351181030273,4
25,Inferencing,9042.62,19.88,9234.72,0.0,0.0,4,0,0,1.0438694953918457,4
26,Inferencing,2103.98,4.50,2743.56,50.0,50.0,1,0,3,51.587984800338745,9
27,Inferencing,1450.44,3.10,1593.37,75.0,100.0,4,0,0,51.5652596950531,9
28,Inferencing,1355.47,2.81,1527.21,75.0,100.0,4,0,0,51.60873484611511,9
29,Inferencing,577.32,1.23,625.77,100.0,100.0,4,0,0,51.632936239242554,9
30,Inferencing,1098.21,2.36,1154.72,100.0,100.0,4,0,0,51.68086290359497,9
31,Inferencing,2220.9,4.89,2315.35,50.0,100.0,4,0,0,51.942829847335815,9
32,Inferencing,1765.99,3.88,1787.45,75.0,100.0,4,0,0,52.22378873825073,9
33,Inferencing,406.4,0.88,455.51,100.0,100.0,4,0,0,51.33628535270691,9
34,Inferencing,3379.98,6.80,3626.06,25.0,25.0,4,0,0,52.14752817153931,9
35,Inferencing,5455.1,10.50,5501.94,0.0,0.0,4,0,0,51.790241718292236,9
36,Inferencing,3026.03,5.92,3072.62,0.0,50.0,4,0,0,51.605509757995605,9
37,Inferencing,6005.65,11.02,6111.94,0.0,0.0,4,0,0,52.126089096069336,9
38,Inferencing,1619.86,3.02,1718.91,75.0,100.0,4,0,0,52.54246163368225,9
39,Inferencing,1512.92,2.81,1872.62,75.0,75.0,4,0,0,51.374632120132446,9
40,Inferencing,2428.72,4.48,2502.76,25.0,75.0,4,0,0,51.748146772384644,9
41,Inferencing,529.9,1.01,640.16,100.0,100.0,4,0,0,50.88872051239014,9
42,Inferencing,1166.55,2.28,1362.04,75.0,100.0,4,0,0,51.535630226135254,9
43,Inferencing,2456.51,4.89,2616.24,25.0,75.0,4,0,0,51.58430624008179,9
44,Inferencing,474.99,0.92,566.56,100.0,100.0,4,0,0,50.993119955062866,9
45,Inferencing,934.71,1.76,1299.79,75.0,100.0,4,0,0,51.324397563934326,9
46,Inferencing,1058.94,2.09,1187.37,100.0,100.0,4,0,0,51.67364287376404,9
47,Inferencing,769.83,1.57,929.5,100.0,100.0,4,0,0,50.605578660964966,9
48,Inferencing,503.28,1.04,665.73,100.0,100.0,4,0,0,51.57400369644165,9
49,Inferencing,1022.77,2.06,1186.58,100.0,100.0,4,0,0,51.396660566329956,9
50,Inferencing,913.11,1.81,1069.4,100.0,100.0,4,0,0,51.07630205154419,9
51,Inferencing,808.48,1.64,921.34,100.0,100.0,4,0,0,51.284550189971924,9
52,Inferencing,650.99,1.34,803.96,100.0,100.0,4,0,0,51.48928451538086,9
53,Inferencing,1723.54,3.63,1763.63,75.0,100.0,4,0,0,51.3269317150116,9
54,Inferencing,624.48,1.28,846.45,100.0,100.0,4,0,0,51.0361967086792,9
55,Inferencing,2306.14,4.61,2312.37,0.0,100.0,4,0,0,51.486427783966064,9
56,Inferencing,815.99,1.65,822.85,100.0,100.0,4,0,0,51.51690411567688,9
57,Inferencing,681.71,1.41,741.04,100.0,100.0,4,0,0,51.47371792793274,9
58,Inferencing,1600.32,3.42,1631.97,75.0,100.0,4,0,0,52.10680651664734,9
59,Inferencing,1225.12,2.63,1240.59,100.0,100.0,4,0,0,51.149523973464966,9
60,Inferencing,1395.4,2.98,1538.1,75.0,100.0,4,0,0,52.09717798233032,9
61,Inferencing,2400.36,5.15,2432.48,25.0,100.0,4,0,0,52.045812368392944,9
62,Inferencing,700.46,1.48,748.87,100.0,100.0,4,0,0,52.6022162437439,9
63,Inferencing,1609.48,3.42,1656.54,75.0,100.0,4,0,0,51.73409342765808,9
64,Inferencing,1061.79,2.25,1087.34,100.0,100.0,4,0,0,51.32553768157959,9
65,Inferencing,625.4,1.30,831.07,100.0,100.0,4,0,0,49.5308780670166,9
66,Inferencing,832.91,1.71,946.68,100.0,100.0,4,0,0,45.263152837753296,9
67,Inferencing,3880.45,8.48,3907.67,0.0,0.0,4,0,0,45.44174027442932,9
68,Inferencing,4295.42,10.03,4622.29,0.0,25.0,4,0,0,46.292983531951904,9
69,Inferencing,5771.13,14.59,6158.58,0.0,25.0,4,0,0,45.55991053581238,9
70,Inferencing,1476.59,3.42,1701.41,75.0,100.0,3,1,0,45.997331619262695,9
71,Inferencing,1883.21,4.16,2048.18,75.0,75.0,3,0,1,49.71935725212097,12
72,Inferencing,4143.87,8.50,4195.47,0.0,0.0,4,0,0,60.35045504570007,12
73,Inferencing,4259.09,8.20,4359.55,0.0,0.0,4,0,0,61.15870380401611,12
74,Inferencing,2061.62,4.00,2124.51,25.0,100.0,4,0,0,60.04089975357056,12
75,Inferencing,1755.1,3.38,1807.24,75.0,100.0,4,0,0,60.64478516578674,12
76,Inferencing,2381.47,4.60,2437.24,25.0,100.0,4,0,0,61.83868432044983,12
77,Inferencing,4561.56,8.56,4767.83,0.0,25.0,4,0,0,60.095579624176025,12
78,Inferencing,9200.33,15.91,9203.26,0.0,0.0,4,0,0,60.140645027160645,12
