Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
1,Training,1278.11,2.42,1647.73,73.86,93.46,134,0,0,73.79929041862488,1
2,Training,1621.92,3.07,2054.25,69.28,85.62,10,0,2,68.35582971572876,4
3,Training,933.34,1.86,1267.41,86.93,98.04,12,0,0,5.873629331588745,4
4,Training,979.35,1.99,1349.69,88.24,96.73,12,0,0,5.983609199523926,4
5,Training,1293.72,2.86,2000.18,81.05,91.5,5,7,0,39.53370809555054,4
6,Training,1426.65,3.31,2078.28,77.12,90.2,5,7,0,16.964276552200317,4
7,Training,1304.24,3.16,1820.85,78.43,86.93,12,0,0,6.005073070526123,4
8,Training,1111.51,2.69,1428.4,81.05,95.42,12,0,0,6.002355575561523,4
9,Training,918.45,2.22,1172.39,91.5,98.69,12,0,0,5.824973821640015,4
10,Training,954.68,2.35,1214.68,89.54,98.69,12,0,0,5.921340227127075,4
11,Training,900.61,2.23,1153.89,89.54,99.35,12,0,0,5.804291009902954,4
12,Training,927.65,2.29,1178.62,88.89,99.35,12,0,0,5.616071701049805,4
13,Training,1172.35,2.82,1465.42,83.66,94.77,12,0,0,5.692622900009155,4
14,Training,1186.86,2.82,1442.15,84.97,96.73,12,0,0,5.718423128128052,4
15,Training,1108.88,2.61,1362.43,84.31,98.04,12,0,0,5.630465030670166,4
16,Training,1089.36,2.53,1371.26,84.31,96.73,12,0,0,5.763573408126831,4
17,Training,1099.79,2.53,1361.49,85.62,97.39,12,0,0,5.629942417144775,4
18,Training,963.75,2.16,1181.08,92.81,98.69,12,0,0,5.441115617752075,4
19,Training,923.81,2.00,1136.79,92.16,98.69,12,0,0,5.237143516540527,4
20,Training,905.88,1.92,1121.06,94.12,98.69,12,0,0,4.979387283325195,4
21,Training,848.43,1.75,1063.91,94.12,99.35,12,0,0,4.91103720664978,4
22,Training,850.49,1.73,1072.19,94.12,98.69,12,0,0,4.8228325843811035,4
23,Training,780.31,1.59,969.76,96.08,100.0,12,0,0,4.7028748989105225,4
24,Training,795.66,1.61,1033.43,93.46,99.35,12,0,0,4.581655502319336,4
25,Training,809.31,1.65,1028.39,93.46,99.35,12,0,0,4.477163553237915,4
26,Training,808.33,1.64,1022.66,93.46,99.35,12,0,0,4.57236909866333,4
